name,gender,ethnicity,city,state,province,country,born,died,creative_role 1,creative_role 2,creative_role 3,creative_role 4,creative_role 5,creative_role 6,creative_role 7,creative_role 8,creative_role 9,creative_role 10,comic_titles 1,comic_titles 2,comic_titles 3,comic_titles 4,comic_titles 5,comic_titles 6,comic_titles 7,comic_titles 8,comic_titles 9,comic_titles 10,comic_titles 11,comic_titles 12,comic_titles 13,comic_titles 14,genres 1,genres 2,genres 3,genres 4,genres 5,genres 6,genres 7,genres 8,website1,website2,twitter,image
Phil Jimenez,Male,,,,,,,,,,,,,,,,,,Wonder Woman,,,,,,,,,,,,,,Mainstream,,,,,,,,http://en.wikipedia.org/wiki/Phil_Jimenez,,,
Phil Yeh,Male,Asian American,,,,,,,,,,,,,,,,,"Phil Yeh Presents Frank the Unicorn in Island Adventures, or Voyage to Veggie Isle",,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Buchanon,Male,African American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Chan,Male,Asian American,,,,,,,,,,,,,,,,,Matriculated: First Semester,,,,,,,,,,,,,,Strips,,,,,,,,,,,
Phillip Moy,Male,Asian American,,,,,,,Inker,,,,,,,,,,Wolverine Evilution,,,,,,,,,,,,,,Mainstream,,,,,,,,,,,
Phonzie Davis,Male,African American,,,,,,,,,,,,,,,,,33%, Jo-Jo Pow and the Synthesizer,,,,,,,,,,,,,,,,,,,,,,,,
Pia Guerra,Female,Latin American,,,,,,,Penciler,,,,,,,,,,Y: The Last Man,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.hellkitty.com/file/PiaPort.html,,,
PMBQ (Phuong-Mai Bui-Quang),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manga,,,,,,,,http://www.pmbq.com/comics.html,,,
Priya Huq (batsa),Female,Bangladeshi American,New York, NY,,,1988,,Artist, Writer,,,,,,,,,"Dirty Diamonds Anthology 6: Beauty, Mana",,,,,,,,,,,,,,Fantasy, Supernatural, Horror, Manga, Action, Romance, Fairy Tale, Indie,http://batsabatsabatsa.com,http://b-u-l-a-n-o.tumblr.com,http://twitter.com/batsabatsabatsa,
Pryscila Vieira,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strips,,,,,,,,http://pryscila-freeakomics.blogspot.com/,,https://twitter.com/PryscilaVieira_,
Quinn McGowan,Male,African American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.quinnproart.com/,https://gumroad.com/l/XeTr,,
Quino,,Latin American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R(ed),Male,Black British,London,,,England,1982,,Cartoonist,,,,,,,,,,Meiosis,,,,,,,,,,,,,,anthropomorphic, furry, webcomic, science fiction,,,,,http://meiosiswebcomic.com/,,https://twitter.com/Theotherred,http://meiosiswebcomic.com/meistuff/cocdatabasemeiosis.jpg
R. Kikuo Johnson,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://www.rkikuojohnson.com/,,,
R.K. Laxman,,Indian American,,,,,,,,,,,,,,,,,You Said It,,,,,,,,,,,,,,Strips,,,,,,,,,,,
Radi Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Gumboc,Male,Filipino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.scifies.com/,,,
Rafael Navarro,Male,,,,,,,,,,,,,,,,,,Sonambulo (disambiguation),,,,,,,,,,,,,,Indie,,,,,,,,http://en.wikipedia.org/wiki/Rafael_Navarro,,,
Ramon Gil,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.scifies.com/,,,
Randall Trang,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy DuBurke,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.randyduburke.com/,,,
Randy Reynaldo,Male,Filipino American,,,,,1962,,Writer, Artist, Cartoonist,,,,,,,,"Rob Hanes Adventures (WCG Comics, 1994-present)",,,,,,,,,,,,,,Indie, Self-Published, Adventure,,,,,,http://wcgcomics.com,https://www.facebook.com/rhadventures,https://twitter.com/randywcgcomics,
Raul Gonzalez,Male,,,,,,,,,,,,,,,,,,Lowriders in Space,,,,,,,,,,,,,,Indie,,,,,,,,http://cerebot.blogspot.com/,,,
Raven Gregory,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.comicbookdb.com/creator.php?ID=5732,,,
Ray Billingsley,Male,African American,,,,,,,,,,,,,,,,,Curtis,,,,,,,,,,,,,,Strips,,,,,,,,http://en.wikipedia.org/wiki/Ray_Billingsley,,,
Ray-Anthony Height,Male,African American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.comicspipeline.com/Public/Pipeline/Ray-Anthony%20Height,,,
Reggie Byers,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.comicvine.com/reggie-byers/4040-58819/,,,
Reginald Hudlin,Male,African American,,,,,,,Writer,,,,,,,,,,Birth of a Nation: A Comic Novel,,,,,,,,,,,,,,Mainstream,,,,,,,,http://en.wikipedia.org/wiki/Reginald_Hudlin,,,
Renato Guedes,Male,Latin American,,,,,,,Artist,,,,,,,,,,Majestic: Strange New Visitor,,,,,,,,,,,,,,,,,,,,,,,,,
Renee Faundo,Female,Filipino,,,,,1993,,Artist, Writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://renee-faundo.tumblr.com/,,,
Reuben Negron,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://reubennegron.com/,,,
Rhode Montijo,Male,Latin American,,,,,,,,,,,,,,,,,Pablo's Inferno,,,,,,,,,,,,,,,,,,,,,,,,,
Ric Carrasquillo,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie, Autobiographical,,,,,,,http://www.squillostudio.com/,,https://twitter.com/Squilloillo,
Rica Takashima,Female,Japanese,,,,,1965,,Manga artist,,,,,,,,,,Tokyo Love, Rica 'tte Kanji, Susume NY-dou,,,,,,,,,,,,Manga, Strips,,,,,,,http://www.AozoraArt.com,http://en.wikipedia.org/wiki/Rica_Takashima,https://twitter.com/RicaTakashima,
Ricardo Villagran,Male,Latin American,,,,,,,Artist,,,,,,,,,,Star Trek,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Rival,Male,Filipino,,,,,1939,,,,,,,,,,,,Straw Man for the Scarecrow,,,,,,,,,,,,,,Mainstream,,,,,,,,http://marvel.wikia.com/Rico_Rival,,,
Rina Ayuyang,Female,Filipino,,,,,,,Writer, Artist, Publisher (Yam Books),,,,,,,,Whirlwind Wonderland (Sparkplug), (Minis:) Elevator Stories, Doodle Daze, Namby Pamby, Overwhelming Wot-Not, Outta This Comes the Crazy.,,,,,,,,,Indie, Autobiographical,,,,,,,http://www.rinaayuyang.com/,,https://twitter.com/rinayay,
Rius,,Latin American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Guillory,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://robguillory.blogspot.com/,,,
Rob Stull,Male,African American,,,,,,,Inker,,,,,,,,,,"Ka-Zar, Spider-Man Adventures",,,,,,,,,,,,,,,,,,,,,,,,,
Rob Woods,Male,African American,,,,,1982,,Cartoonist,,,,,,,,,,36 Lessons in Self-Destruction, Once Upon a Time Machine, Quarter Moon, Little Nemo: Dream Another Dream,,,,,,,,,,,Indie,,,,,,,,,,https://twitter.com/RobWoods4182,
Robb Armstrong,Male,African American,,,,,,,,,,,,,,,,,Jump Start,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Cabrera (Rob Cabrera),Male,Latin American,,,,,,,,,,,,,,,,,Silo Roberts,,,,,,,,,,,,,,Strips,,,,,,,,,,,
Robert Garrett,Male,,,,,,,,,,,,,,,,,,Xmoor Studios,,,,,,,,,,,,,,,,,,,,,,,,,
Robert L. Washington III,Male,African American,,,,,,,,,,,,,,,,,Static Shock! Trial by Fire,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Love,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://robertlovesart.blogspot.com/,,,
Robert Roach,Male,African American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.hometownprods.com/,,,
Roberta Gregory,Female,Latin American,,,,,1953,,Writer, Artist,,,,,,,,,Naughty Bits (Fantagraphics), Winging It, Artistic Licentiousness, Sheila and the Unicorn,,,,,,,,,,,Underground,,,,,,,,http://www.robertagregory.com/,http://en.wikipedia.org/wiki/Roberta_Gregory,,
Robin Enrico,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://robinenrico.com/,,,
Robin Ha,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://banchancomic.tumblr.com/post/94692024534/seafood-scallion-pancake-seems-to-be-everyones,,,
Roc Upchurch,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://johnnyrocwell.blogspot.com/,,,
Rock-He Kim,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.comicbookresources.com/?page=preview_srch&by=creator&for=Rock-he+Kim,,,
Rod Espinosa,Male,Asian American,,,,,,,,,,,,,,,,,Chronicles of the Universe, The Courageous Princess,,,,,,,,,,,,,Manga,,,,,,,,,,,
Rodin Esquejo,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://cakes.deviantart.com/,,,
Rodney Ramos,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogelio Naranjo,Male,Latin American,,,,,,,,,,,,,,,,,Me Vale Madre,,,,,,,,,,,,,,,,,,,,,,,,,
Roman Genn,Male,Asian American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romeo Tanghal,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Lim,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://en.wikipedia.org/wiki/Ron_Lim,,,
Ron Rogers,Male,African American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Wilson,Male,African American,,,,,,,Creator, Penciler,,,,,,,,,Super Boxers (Marvel), Wofjpack (Marvel),,,,,,,,,,,,,Mainstream,,,,,,,,,,,
Ron Wimberly,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://d-pi.com/,,,
Ronald Lim (Ron Lim),Male,Asian American,,,,,,,Artist,,,,,,,,,,Ex-Mutants, Hero Alliance: End of the Golden Age,,,,,,,,,,,,,,,,,,,,,,,,
Ronnie del Carmen,Male,Asian American,,,,,,,Artist,,,,,,,,,,Aliens: Mondo Pest,Three Trees Make a Forest,,,,,,,,,,,,,Indie,,,,,,,,http://www.ronniedelcarmen.com/,,,
Roy Allen Martinez,Male,Filipino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.scifies.com/,,,
"Roy Boney, Jr.",Male,Cherokee,,,,,1978,,Artist, Creator,,,,,,,,,Dead Eyes Open, A Pilgrimage of Love and Forgiveness.,,,,,,,,,,,,,Horror,,,,,,,,http://royboney.com/,,https://twitter.com/royboney,
Ru Xu,Female,Asian American,,,,,1991,,Writer, Artist, Creator,,,,,,,,"Saint for Rent, NewsPrints",,,,,,,,,,,,,,Webcomic, Children's, Manga, Comics, Sci Fi, Fantasy,,,http://ruemxu.com,http://emruki.tumblr.com,http://twitter.com/saintfortweets,
Rudy Nebres,Male,Filipino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://en.wikipedia.org/wiki/Rudy_Nebres,,,
Rumi Hara,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://www.rumihara.com/,,,
Rupert Kinnard,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.pdxqcenter.org/queer-heroes-nw-june-11th-2013-featured-hero-rupert-kinnard/,,,
Ryan Estrada,Male,,,,,,,,,,,,,,,,,,Welton Colbert,,,,,,,,,,,,,,Cartoons,,,,,,,,http://www.ryanestrada.com,,,
Ryan Orosco,Male,Filipino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.scifies.com/,,,
S.D. Steen,Male,"Biracial: black, white (Jewish)",Beijing,,,China,1988,,Writer,,,,,,,,,,,,,,,,,,,,,,,,Horror, Fantasy,,,,,,,http://www.penciljack.com/forum/entry.php?307-Comics-Scripts,,https://twitter.com/1tudore,
Sab Meynert,Genderqueer,Sri-lankan,,,,,1989,,Artist, Cartoonist,,,,,,,,,"Blacktooth 1 (Sever Press, 2013)"," Blacktooth 2 (Sever Press, 2014)",,,,,,,,,,,,,Indie,,,,,,,,http://www.sabmeynert.com,http://www.sabo-art.tumblr.com,http://twitter.com/sabmeynert,
Sabrina Cotugno,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://www.seegoatrun.com/,,,
Sam Milai,,African American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Joyner,Male,African American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sana Amanat,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://allnewmsmarvel.tumblr.com/,,https://twitter.com/MiniB622,
Sandy Jimenez,Male,,,,,,,,,,,,,,,,,,World War 3,,,,,,,,,,,,,,Indie,,,,,,,,http://en.wikipedia.org/wiki/Sandy_Jimenez,,,
Sanford Greene,Male,African American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://codegreene.blogspot.com/,,,
Sanjay Patel,Male,Indian,,,,,,,,,,,,,,,,,Ganesha's Sweet Tooth, Ramayana - Divine Loophole, The Big Poster Book of Hindu Deities, The Little Book of Hindu Deities,,,,,,,,,,,Indie,,,,,,,,http://www.gheehappy.com/,,https://twitter.com/gheehappy,
Sanya Anwar,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.artbysanya.com/,,,
Saurav Mohapatra,,Indian American,,,,,,,,,,,,,,,,,Graven Images: Religion in Comic Books and Graphic Novels,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Chen,Male,Asian American,,,,,1968,,Penciller,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://en.wikipedia.org/wiki/Sean_Chen_(artist),,,
Sean Dove,Male,Quarter-Chinese,,,,,1979,,Creator, Colorist, Designer,,,,,,,,Fried Rice, Hack/Slash, Sundowners, Revival, Great Pacific,,,,,,,,,,Mainstream, Indie,,,,,,,http://andthankyouforflying.com,http://andthankyouforflying.tumblr.com,http://twitter.com/andthankyou,
Sean Galloway,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cartoons,,,,,,,,http://gotcheeks.blogspot.com/,,,
Sean Wang,Male,Asian American,,,,,,,Writing, Pencils, Shading,,,,,,,,"The Tick and Arthur, no. 1",,,,,,,,,,,,,,,,,,,,,,,,,
Sean-Z,Male,Mixed,Oak Park, CA,,United States,1975,,Writer, Artist, Creator,,,,,,,,MYTH,,,,,,,,,,,,,,Webcomic, Print,,,,,,,http://rated-z.com,http://facebook.com/Sean-Z/,http://twitter.com/RatedZMYTH,
Sebastian A. Jones,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.strangercomics.com/tag/sebastian-a-jones/,,,
"Sebastian Foxworth, Poppa Foxx",Male,African American,,,,,,,Writer, Cartoonist, Animator, Creator,,,,,,,"The Family Blend!, Soccerdad!, Scoobyman",,,,,,,,,,,,,,Webcomic, Animation,,,,,,,https://www.facebook.com/thefamilyblend,http://www.foxworthmedia.com/,https://twitter.com/poppafoxx,
Seitu Hayden,,African American,,,,,,,,,,,,,,,,,Hearts of Africa,,,,,,,,,,,,,,,,,,,,,,,,,
Seo Kim,Female,Asian American,Los Angeles, CA,,United States,,,Writer, Artist,,,,,,,,,Cat Person (Koyama Press),,,,,,,,,,,,,,Indie,,,,,,,,http://seokim.tumblr.com/,,https://twitter.com/Seodles,
Sergio Aragoní©s,Male,Latin American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strips,,,,,,,,http://www.sergioaragones.com/,,,
Sevita,Agender,Indo-Caribbean/African American,,OH,,United States,,,Creator,,,,,,,,,,Four Corners,,,,,,,,,,,,,,Webcomic, Drama, Manga,,,,,,http://boniae.tumblr.com,,http://twitter.com/cooljalebis,
Sharon Cho,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.comicvine.com/sharon-cho/4040-64747/,,,
Shatia Hamilton,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://nashya.deviantart.com/,,,
Shauna J. Grant,Female,African American,,,,,1989,,Cartoonist,,,,,,,,,,Princess Love Pon,,,,,,,,,,,,,,Webcomic,,,,,,,,http://shaunadraws.com,http://princesslovepon.com,https://twitter.com/shugrant,
Shawn Atkins,Male,African American,,,,,,,Cartoonist,,,,,,,,,,"Gello Apocalypse, Explorers of the Unknown, Time Log, Thundergirl",,,,,,,,,,,,,,Indie,,,,,,,,http://workshopthirteen.blogspot.com/,http://workshop13.tumblr.com/,https://twitter.com/workshop13,
Shawn Martinbrough,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.shawnmartinbrough.com/,,,
Shepherd Hendrix,Male,African American,,,,,,,Artist,,,,,,,,,,Restaurant at the End of the Universe, Last Dangerous Christmas,,,,,,,,,,,,,Mainstream,,,,,,,,http://www.madefire.com/the-creators/shepherd-hendrix/,,,
Sherard Jackson,Male,African American,,,,,1973,,Artist, Writer, Penciler, Inker, Colorist, Letterer, Animator,,,,Semantic Lace, Assembly, You Can Draw Transforming Robots, You Can Draw Mecha, AP Chillers, Time Peeper, Hope The Hero Initiative, Two Legged Snakes, Cthulu Tales vol 2, Legends of the Dark Knight #35, The Accursed, Empty Zone,,,Indie, Manga, Webcomic, Mainstream,,,,,https://www.behance.net/sherardyouare,http://locatesherard.weebly.com/,https://twitter.com/sherardyouare,
Shing Yin Khor,Female,"Asian American (Chinese, Malaysian)",,,,,1983,,Cartoonist, Writer,,,,,,,,,"Center for Otherworld Science, Marie and Jeanne, Marlowe the Monster, Blood Root ",,,,,,,,,,,,,,Indie,,,,,,,,http://www.sawdustbear.com/portfolio/comics/,,http://twitter.com/sawdustbear,
Shivana Sookdeo,Female,Indian American,,,,,1984,,Comic Artist, Writer,,,,,,,,,After: Ghost Comics, Personal Growth, You Can Meet Cute: Here's How,,,,,,,,,,,,Indie, Humor,,,,,,,http://rockpaperscissorsglue.tumblr.com/,http://aftercomics.tumblr.com/,http://www.twitter.com/toastasaurus,
Sho Murase,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://shomurase.com/,,,
Shobana Appavu (Bob),Female,South Asian American,,,,,,,Creator,,,,,,,,,,Demon of the Underground,,,,,,,,,,,,,,Webcomic,,,,,,,,http://www.demonoftheunderground.com,http://www.bob-artist.com,http://twitter.com/shobana_appavu,
Shu Kuge,Male,Japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://skugecomics.wordpress.com/,,https://twitter.com/skugecomics,
Sina Grace,Male,,,,,,,,Writer, Artist,,,,,,,,,"Self-Obsessed (writer, artist)"," Not My Bag (writer, artist)", The Li'l Depressed Boy (artist)," Burn the Orphanage (co-writer, artist)",,,,,,,,,,,Mainstream,,,,,,,,http://sinagrace.com/,,https://twitter.com/SinaGrace,
Sina Sparrow,Male,Iranian British,,,,,,,,,,,,,,,,,Boy Crazy Boy,,,,,,,,,,,,,,Indie,,,,,,,,http://www.boycrazyboy.com/,,https://twitter.com/boycrazyboy,
Siya Oum,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://siyanimation.com/,,,
Sloane Leong,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://sloanesloane.com/,,,
Sonny Liew,Male,Asian American,,,,,,,Penciler,,,,,,,,,,My Faith In Frankie,,,,,,,,,,,,,,Various,,,,,,,,http://sonnyliew.wordpress.com/,,https://twitter.com/sonnyliew,
Spain Rodriguez,Male,,,,,,1940,2012,Writer, Artist,,,,,,,,,She: Anthology of Big Bitch (Last Gasp), My True Story (Fantagraphics)," Nothing in This Book Is True, But It's Exactly How Things Are", Sherlock Holmes' Stranges Cases, Alien Apocalypse 2006, Nightmare Alley (Fantagraphics), You Are a Spiritual Being Having a Human Experience, Che: A Graphic Biography,,,,,,,Underground,,,,,,,,http://www.spainrodriguez.com/pages/1/index.htm,http://en.wikipedia.org/wiki/Spain_Rodriguez,,
Spike,Female,African American,,,,,,,,,,,,,,,,,"Cartoonist, publisher",,,,,,,,,,,,,,Indie,,,,,,,,http://www.ironcircus.com/,,https://twitter.com/Iron_Spike,
Stan Sakai,Male,Japanese American,,,,,,,Creator,,,,,,,,,,Usagi Yojimbo,,,,,,,,,,,,,,Manga,,,,,,,,http://www.usagiyojimbo.com/,,,
Stan Yan,Male,Asian American,,,,,,,,,,,,,,,,,Regret: A Cancer Survivor's Story, REVVVelations, SubCulture, The Wang, Vincent Price Presents #33, Potlatch Infestation, 1 Block Down, There's a Zombie in the Basement,,,,,,,Indie,,,,,,,,http://stanyan.me/,,,
Stanley Lau,Male,,,,,,,,,,,,,,,,,,Artgerm,,,,,,,,,,,,,,Mainstream,,,,,,,,http://artgerm.deviantart.com/,,,
Starline Xiomara Hodge,Female,"Mixed (Afro-Caribbean American, white)",,,,,1983,,Cartoonist,,,,,,,,,,Candi,,,,,,,,,,,,,,Webcomic,,,,,,,,http://www.candicomics.com,http://starline.tumblr.com,http://twitter.com/starlinex,
Stephanie Yue,Female,Asian American,,,,,,,Colorist, Creator,,,,,,,,,Smile (colorist), (Minis:) Brace for Impact, Irrefusable Dinner Engagement, Quezzie vs. Grapefruit, The Master Cleanse," (Illustrator:) Guinea Pig, Pet Shop Private Eye series",,,,,,,,,Children's,,,,,,,,http://jellycity.com/about.php,http://quezzie.tumblr.com/,https://twitter.com/quezzie,
Stephen Bentley,Male,African American,,,,,,,,,,,,,,,,,Herb and Jamaal,,,,,,,,,,,,,,Strips,,,,,,,,http://www.creators.com/comics/herb-and-jamaal.html,,,
Stephen Lane Watkins,Male,African American,,,,,,,,,,,,,,,,,Housebroken,,,,,,,,,,,,,,Strips,,,,,,,,http://www.myhousebroken.com/,,,
Stephen Patrick Kelly,Male,African American,Houston, TX,,United States,1984,,Writer, Artist, Creator,,,,,,,,Shane Longshadow is Hungry,,,,,,,,,,,,,,Indie,,,,,,,,https://www.facebook.com/ShaneLongshadowisHungry?fref=ts,http://tapastic.com/series/Shane-Longshadow-is-Hungry,,http://i.imgur.com/YMx1JSR.jpg
Stephen Segovia,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Leialoha,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://en.wikipedia.org/wiki/Steve_Leialoha,,,
Steven Hughes,Male,African American,,,,,1954,2000,Artist,,,,,,,,,,Lady Death, Evil Ernie, Detonator,,,,,,,,,,,,Mainstream,,,,,,,,http://en.wikipedia.org/wiki/Steven_Hughes,,,
Sungyoon Choi,Female,Asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indie,,,,,,,,http://www.choiarts.com/,,,
Sunny Gho,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://sunnygho.deviantart.com/?rnrd=116603,,https://twitter.com/sunnygho,
Susana Cervantes (essarte),Female,Mexican American,,,,,,,Artist, Writer, Cartoonist,,,,,,,,,,,,,,,,,,,,,,Manga,,,,,,,,http://www.Essarte.com/comics,http://www.Essarte.com,Http://twitter.com/bessarte,
Susie Ghahremani,Female,Iranian American,,,,,1980,,Artist,,,,,,,,,,Hello Kitty: Here We Go, What Will Hatch,,,,,,,,,,,,,Indie, Children's,,,,,,,http://boygirlparty.com,http://Facebook.com/boygirlpartyfb,http://twitter.com/boygirlparty,
Suzy X,Female,Cuban-Belizean,,,,,1989,,Cartoonist, Writer,,,,,,,,,"Riot Grrrl Problems, The League of Extraordinary Feminists, Malcriada, The Best Song Ever",,,,,,,,,,,,,,Indie, Political,,,,,,,Http://Seesuzysketch.blogspot.com,Http://suzyx.wordpress.com,Http://www.twitter.com/msmalcriada,
Sylvester Butler (Nick),Male,African American,,,,,1977,,Writer, Artist, Penciler, Inker, Creator, Cartoonist,,,,,"Legend of the Broken Hearts (Turtledust Media, 2009)"," Head Trip (Turtledust Media, 2012)"," Punked: Vampire and the Robot (Independent, 2012)",,,,,,,,,,,,Indie, Webcomic,,,,,,,http://turtledustmedia.com/,https://www.facebook.com/TurtledustMedia,https://twitter.com/turtledust,
Tak Toyoshima,Male,Japanese American,,,,,,,,,,,,,,,,,Secret Asian Man,,,,,,,,,,,,,,Strips,,,,,,,,http://www.secretasianman.com/home.htm,,,
Takeshi Miyazawa,Male,Japanese Canadian,,,,,1978,,,,,,,,,,,,Lost Planet Bound Raven, Mary Jane, Mastermind Excello, Spider-Man Loves Mary Jane, Spider-Man Unlimited, Uncanny X-Men, X-Men Unlimited, Runaways, Robotech: Invasion, Sidekicks, Secret Invasion: Young Avengers/Runaways,,,,Mainstream,,,,,,,,http://en.wikipedia.org/wiki/Takeshi_Miyazawa,,,
Takopako,Male,Black,,,,,1991,,Artist, Creator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.takopako.tumblr.com,http://www.kenn-k.deviantart.com,,
Talisha Harrison (Tali Adina),Female,"Afro-Caribbean American, American Indian, & Jewish",Longwood,FL,,United States,1982,,Writer,,,,,,,,,,"Womanthology: Heroic, Womanthology: Holiday PDF", Womanthology: Valentines Day Special, Grayhaven Comics The Gathering Crime Anthology, Grayhaven Comics The Gathering All Women 2 Anthology, Grayhaven Comics The Gathering Time Travel Anthology,,,,,,,,,,Indie, Horror,,,,,,,https://www.facebook.com/ATaleofPoesandfire,,https://twitter.com/Tali_Adina,
Tan Eng Huat,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstream,,,,,,,,http://arttan.deviantart.com/,,,
Talita Hayata (Lita),Female,Brazilian,,,,,1986,,Creator,,,,,,,,,,BETE VIVE,,,,,,,,,,,,,,Webcomic,,,,,,,,http://betevive.tumblr.com/,https://www.facebook.com/betevive,,
Taneka Stotts,Female,African American,,,,,1982,,Writer, Editor, Creator,,,,,,,,Full Circle, Gran Grimoire, Beyond Anthology," Cautionary Fables and Fairy: Africa Edition (Indie, 2014)",,,,,,,,,,,Various,,,,,,,,http://www.tanekastotts.com,,http://www.twitter.com/neekaneeks,
